SampleID	Treatment	Time	Species	Abundance		X.SampleID	Time	Treatment	Species	Abundance
CC16A	Treatment	0	Lactobacillales	0		CC16A	0	2	Eubacterium	9
CC16B	Treatment	1	Lactobacillales	4.03E-05		CC16B	1	2	Eubacterium	7
CC16C	Treatment	2	Lactobacillales	0		CC16C	2	2	Eubacterium	1
CC16D	Treatment	3	Lactobacillales	0		CC16D	3	2	Eubacterium	5
CC17A	Treatment	0	Lactobacillales	0		CC17A	0	2	Eubacterium	0
CC17B	Treatment	1	Lactobacillales	0		CC17B	1	2	Eubacterium	0
CC17C	Treatment	2	Lactobacillales	0		CC17C	2	2	Eubacterium	0
CC17D	Treatment	3	Lactobacillales	9.16E-05		CC17D	3	2	Eubacterium	0
CC18A	Treatment	0	Lactobacillales	8.18E-05		CC18A	0	2	Eubacterium	0
CC18C	Treatment	2	Lactobacillales	6.15E-05		CC18C	2	2	Eubacterium	1
CC18D	Treatment	3	Lactobacillales	0		CC18D	3	2	Eubacterium	5
CC19A	Treatment	0	Lactobacillales	0		CC19A	0	2	Eubacterium	0
CC19B	Treatment	1	Lactobacillales	0		CC19B	1	2	Eubacterium	0
CC19C	Treatment	2	Lactobacillales	0		CC19C	2	2	Eubacterium	0
CC19D	Treatment	3	Lactobacillales	0		CC19D	3	2	Eubacterium	0
CC20A	Treatment	0	Lactobacillales	0		CC20A	0	2	Eubacterium	4
CC20B	Treatment	1	Lactobacillales	0		CC20B	1	2	Eubacterium	1
CC20C	Treatment	2	Lactobacillales	3.58E-05		CC20C	2	2	Eubacterium	1
CC20D	Treatment	3	Lactobacillales	0		CC20D	3	2	Eubacterium	0
CC21A	Treatment	0	Lactobacillales	0		CC21A	0	2	Eubacterium	0
CC21B	Treatment	1	Lactobacillales	0		CC21B	1	2	Eubacterium	0
CC21C	Treatment	2	Lactobacillales	0		CC21C	2	2	Eubacterium	1
CC21D	Treatment	3	Lactobacillales	0		CC21D	3	2	Eubacterium	0
CC22A	Treatment	0	Lactobacillales	0.001001216		CC22A	0	2	Eubacterium	1
CC22B	Treatment	1	Lactobacillales	7.36E-05		CC22B	1	2	Eubacterium	0
CC22C	Treatment	2	Lactobacillales	0		CC22C	2	2	Eubacterium	0
CC22D	Treatment	3	Lactobacillales	0		CC22D	3	2	Eubacterium	0
CC23A	Treatment	0	Lactobacillales	0.000130208		CC23A	0	2	Eubacterium	1
CC23B	Treatment	1	Lactobacillales	0.000101056		CC23B	1	2	Eubacterium	0
CC23C	Treatment	2	Lactobacillales	0		CC23C	2	2	Eubacterium	0
CC23D	Treatment	3	Lactobacillales	0		CC23D	3	2	Eubacterium	1
CC24A	Treatment	0	Lactobacillales	0		CC24A	0	2	Eubacterium	2
CC24B	Treatment	1	Lactobacillales	0		CC24B	1	2	Eubacterium	3
CC24D	Treatment	3	Lactobacillales	0		CC24D	3	2	Eubacterium	3
CC01A	Control	0	Bacilli	0		CC01A	0	1	Barnesiellaceae	25
CC01B	Control	1	Bacilli	7.54E-05		CC01B	1	1	Barnesiellaceae	4
CC01C	Control	2	Bacilli	6.53E-05		CC01C	2	1	Barnesiellaceae	6
CC01D	Control	3	Bacilli	0		CC01D	3	1	Barnesiellaceae	1
CC02A	Control	0	Bacilli	0		CC02A	0	1	Barnesiellaceae	47
CC02B	Control	1	Bacilli	0		CC02B	1	1	Barnesiellaceae	5
CC02C	Control	2	Bacilli	0		CC02C	2	1	Barnesiellaceae	23
CC02D	Control	3	Bacilli	0		CC02D	3	1	Barnesiellaceae	2
CC03A	Control	0	Bacilli	0		CC03A	0	1	Barnesiellaceae	14
CC03B	Control	1	Bacilli	0.000180946		CC03B	1	1	Barnesiellaceae	5
CC03C	Control	2	Bacilli	0.000188857		CC03C	2	1	Barnesiellaceae	3
CC03D	Control	3	Bacilli	6.45E-05		CC03D	3	1	Barnesiellaceae	3
CC04A	Control	0	Bacilli	6.61E-05		CC04A	0	1	Barnesiellaceae	12
CC04B	Control	1	Bacilli	0		CC04B	1	1	Barnesiellaceae	1
CC04C	Control	2	Bacilli	0		CC04C	2	1	Barnesiellaceae	3
CC04D	Control	3	Bacilli	0.000129374		CC04D	3	1	Barnesiellaceae	0
CC05A	Control	0	Bacilli	3.53E-05		CC05A	0	1	Barnesiellaceae	108
CC05B	Control	1	Bacilli	0		CC05B	1	1	Barnesiellaceae	6
CC05C	Control	2	Bacilli	0.001441801		CC05C	2	1	Barnesiellaceae	18
CC05D	Control	3	Bacilli	3.27E-05		CC05D	3	1	Barnesiellaceae	13
CC06C	Control	2	Bacilli	0		CC06C	2	1	Barnesiellaceae	13
CC06D	Control	3	Bacilli	0		CC06D	3	1	Barnesiellaceae	11
CC07A	Control	0	Bacilli	0		CC07A	0	1	Barnesiellaceae	0
CC07B	Control	1	Bacilli	4.55E-05		CC07B	1	1	Barnesiellaceae	2
CC07C	Control	2	Bacilli	0		CC07C	2	1	Barnesiellaceae	1
CC07D	Control	3	Bacilli	0		CC07D	3	1	Barnesiellaceae	1
CC08A	Control	0	Bacilli	0		CC08A	0	1	Barnesiellaceae	0
CC08B	Control	1	Bacilli	0.000364507		CC08B	1	1	Barnesiellaceae	2
CC08C	Control	2	Bacilli	0		CC08C	2	1	Barnesiellaceae	3
CC08D	Control	3	Bacilli	0.000186012		CC08D	3	1	Barnesiellaceae	4
CC09A	Control	0	Bacilli	0		CC09A	0	1	Barnesiellaceae	13
CC09B	Control	1	Bacilli	7.51E-05		CC09B	1	1	Barnesiellaceae	4
CC09C	Control	2	Bacilli	0.000275012		CC09C	2	1	Barnesiellaceae	5
CC09D	Control	3	Bacilli	0		CC09D	3	1	Barnesiellaceae	69
CC10A	Control	0	Bacilli	0.000138918		CC10A	0	1	Barnesiellaceae	6
CC11A	Control	0	Bacilli	0.000354962		CC11A	0	1	Barnesiellaceae	12
CC11B	Control	1	Bacilli	0.000362538		CC11B	1	1	Barnesiellaceae	8
CC11C	Control	2	Bacilli	9.09E-05		CC11C	2	1	Barnesiellaceae	1
CC11D	Control	3	Bacilli	0.00013159		CC11D	3	1	Barnesiellaceae	6
CC12A	Control	0	Bacilli	0		CC12A	0	1	Barnesiellaceae	288
CC12B	Control	1	Bacilli	0.000184247		CC12B	1	1	Barnesiellaceae	2
CC12C	Control	2	Bacilli	0.000132223		CC12C	2	1	Barnesiellaceae	1
CC12D	Control	3	Bacilli	0		CC12D	3	1	Barnesiellaceae	7
CC13A	Treatment	0	Bacilli	0.000506073		CC13A	0	2	Barnesiellaceae	4
CC13B	Treatment	1	Bacilli	0		CC13B	1	2	Barnesiellaceae	4
CC13C	Treatment	2	Bacilli	0.000120685		CC13C	2	2	Barnesiellaceae	6
CC13D	Treatment	3	Bacilli	0.000141253		CC13D	3	2	Barnesiellaceae	12
CC14A	Treatment	0	Bacilli	0		CC14A	0	2	Barnesiellaceae	14
CC14B	Treatment	1	Bacilli	0		CC14B	1	2	Barnesiellaceae	33
CC14C	Treatment	2	Bacilli	0		CC14C	2	2	Barnesiellaceae	5
CC14D	Treatment	3	Bacilli	0		CC14D	3	2	Barnesiellaceae	10
CC15A	Treatment	0	Bacilli	0		CC15A	0	2	Barnesiellaceae	0
CC15B	Treatment	1	Bacilli	0		CC15B	1	2	Barnesiellaceae	6
CC15C	Treatment	2	Bacilli	4.09E-05		CC15C	2	2	Barnesiellaceae	3
CC15D	Treatment	3	Bacilli	0		CC15D	3	2	Barnesiellaceae	7
CC16A	Treatment	0	Bacilli	0		CC16A	0	2	Barnesiellaceae	6
CC16B	Treatment	1	Bacilli	0		CC16B	1	2	Barnesiellaceae	26
CC16C	Treatment	2	Bacilli	0		CC16C	2	2	Barnesiellaceae	4
CC16D	Treatment	3	Bacilli	0		CC16D	3	2	Barnesiellaceae	22
CC17A	Treatment	0	Bacilli	0		CC17A	0	2	Barnesiellaceae	39
CC17B	Treatment	1	Bacilli	0		CC17B	1	2	Barnesiellaceae	6
CC17C	Treatment	2	Bacilli	0		CC17C	2	2	Barnesiellaceae	2
CC17D	Treatment	3	Bacilli	0		CC17D	3	2	Barnesiellaceae	4
CC18A	Treatment	0	Bacilli	8.18E-05		CC18A	0	2	Barnesiellaceae	95
CC18C	Treatment	2	Bacilli	0		CC18C	2	2	Barnesiellaceae	10
CC18D	Treatment	3	Bacilli	0		CC18D	3	2	Barnesiellaceae	3
CC19A	Treatment	0	Bacilli	0		CC19A	0	2	Barnesiellaceae	1
CC19B	Treatment	1	Bacilli	7.17E-05		CC19B	1	2	Barnesiellaceae	25
CC19C	Treatment	2	Bacilli	0		CC19C	2	2	Barnesiellaceae	1
CC19D	Treatment	3	Bacilli	0		CC19D	3	2	Barnesiellaceae	2
CC20A	Treatment	0	Bacilli	0		CC20A	0	2	Barnesiellaceae	42
CC20B	Treatment	1	Bacilli	0		CC20B	1	2	Barnesiellaceae	23
CC20C	Treatment	2	Bacilli	0		CC20C	2	2	Barnesiellaceae	39
CC20D	Treatment	3	Bacilli	0		CC20D	3	2	Barnesiellaceae	24
CC21A	Treatment	0	Bacilli	0		CC21A	0	2	Barnesiellaceae	5
CC21B	Treatment	1	Bacilli	0		CC21B	1	2	Barnesiellaceae	11
CC21C	Treatment	2	Bacilli	0		CC21C	2	2	Barnesiellaceae	6
CC21D	Treatment	3	Bacilli	0		CC21D	3	2	Barnesiellaceae	1
CC22A	Treatment	0	Bacilli	0.001573339		CC22A	0	2	Barnesiellaceae	24
CC22B	Treatment	1	Bacilli	0		CC22B	1	2	Barnesiellaceae	11
CC22C	Treatment	2	Bacilli	0		CC22C	2	2	Barnesiellaceae	15
CC22D	Treatment	3	Bacilli	0.000143771		CC22D	3	2	Barnesiellaceae	13
CC23A	Treatment	0	Bacilli	0		CC23A	0	2	Barnesiellaceae	4
CC23B	Treatment	1	Bacilli	0		CC23B	1	2	Barnesiellaceae	12
CC23C	Treatment	2	Bacilli	0.000204583		CC23C	2	2	Barnesiellaceae	0
CC23D	Treatment	3	Bacilli	9.36E-05		CC23D	3	2	Barnesiellaceae	3
CC24A	Treatment	0	Bacilli	0.000101616		CC24A	0	2	Barnesiellaceae	104
CC24B	Treatment	1	Bacilli	0		CC24B	1	2	Barnesiellaceae	40
CC24D	Treatment	3	Bacilli	0		CC24D	3	2	Barnesiellaceae	26
CC01A	Control	0	Eubacterium	0.000219983		CC01A	0	1	Peptostreptococcaceae	333
CC01B	Control	1	Eubacterium	0		CC01B	1	1	Peptostreptococcaceae	52
CC01C	Control	2	Eubacterium	0		CC01C	2	1	Peptostreptococcaceae	164
CC01D	Control	3	Eubacterium	4.73E-05		CC01D	3	1	Peptostreptococcaceae	53
CC02A	Control	0	Eubacterium	0		CC02A	0	1	Peptostreptococcaceae	447
CC02B	Control	1	Eubacterium	0		CC02B	1	1	Peptostreptococcaceae	96
CC02C	Control	2	Eubacterium	0		CC02C	2	1	Peptostreptococcaceae	76
CC02D	Control	3	Eubacterium	0		CC02D	3	1	Peptostreptococcaceae	52
CC03A	Control	0	Eubacterium	8.80E-05		CC03A	0	1	Peptostreptococcaceae	146
CC03B	Control	1	Eubacterium	0		CC03B	1	1	Peptostreptococcaceae	614
CC03C	Control	2	Eubacterium	0		CC03C	2	1	Peptostreptococcaceae	310
CC03D	Control	3	Eubacterium	0		CC03D	3	1	Peptostreptococcaceae	482
CC04A	Control	0	Eubacterium	0		CC04A	0	1	Peptostreptococcaceae	100
CC04B	Control	1	Eubacterium	0		CC04B	1	1	Peptostreptococcaceae	246
CC04C	Control	2	Eubacterium	0		CC04C	2	1	Peptostreptococcaceae	162
CC04D	Control	3	Eubacterium	0		CC04D	3	1	Peptostreptococcaceae	391
CC05A	Control	0	Eubacterium	0.00112831		CC05A	0	1	Peptostreptococcaceae	45
CC05B	Control	1	Eubacterium	0.000516156		CC05B	1	1	Peptostreptococcaceae	36
CC05C	Control	2	Eubacterium	0		CC05C	2	1	Peptostreptococcaceae	379
CC05D	Control	3	Eubacterium	0		CC05D	3	1	Peptostreptococcaceae	480
CC06C	Control	2	Eubacterium	0		CC06C	2	1	Peptostreptococcaceae	147
CC06D	Control	3	Eubacterium	3.27E-05		CC06D	3	1	Peptostreptococcaceae	27
CC07A	Control	0	Eubacterium	0		CC07A	0	1	Peptostreptococcaceae	262
CC07B	Control	1	Eubacterium	0.000182008		CC07B	1	1	Peptostreptococcaceae	475
CC07C	Control	2	Eubacterium	0.000162593		CC07C	2	1	Peptostreptococcaceae	200
CC07D	Control	3	Eubacterium	9.31E-05		CC07D	3	1	Peptostreptococcaceae	34
CC08A	Control	0	Eubacterium	0		CC08A	0	1	Peptostreptococcaceae	10
CC08B	Control	1	Eubacterium	5.21E-05		CC08B	1	1	Peptostreptococcaceae	1134
CC08C	Control	2	Eubacterium	0		CC08C	2	1	Peptostreptococcaceae	80
CC08D	Control	3	Eubacterium	0		CC08D	3	1	Peptostreptococcaceae	301
CC09A	Control	0	Eubacterium	0.000304507		CC09A	0	1	Peptostreptococcaceae	261
CC09B	Control	1	Eubacterium	0		CC09B	1	1	Peptostreptococcaceae	779
CC09C	Control	2	Eubacterium	0		CC09C	2	1	Peptostreptococcaceae	1090
CC09D	Control	3	Eubacterium	0		CC09D	3	1	Peptostreptococcaceae	64
CC10A	Control	0	Eubacterium	0.000764048		CC10A	0	1	Peptostreptococcaceae	89
CC11A	Control	0	Eubacterium	7.10E-05		CC11A	0	1	Peptostreptococcaceae	336
CC11B	Control	1	Eubacterium	0		CC11B	1	1	Peptostreptococcaceae	516
CC11C	Control	2	Eubacterium	0		CC11C	2	1	Peptostreptococcaceae	430
CC11D	Control	3	Eubacterium	0		CC11D	3	1	Peptostreptococcaceae	539
CC12A	Control	0	Eubacterium	0		CC12A	0	1	Peptostreptococcaceae	175
CC12B	Control	1	Eubacterium	0		CC12B	1	1	Peptostreptococcaceae	167
CC12C	Control	2	Eubacterium	0		CC12C	2	1	Peptostreptococcaceae	322
CC12D	Control	3	Eubacterium	0		CC12D	3	1	Peptostreptococcaceae	241
CC13A	Treatment	0	Eubacterium	0.000101215		CC13A	0	2	Peptostreptococcaceae	138
CC13B	Treatment	1	Eubacterium	0.000243605		CC13B	1	2	Peptostreptococcaceae	143
CC13C	Treatment	2	Eubacterium	0		CC13C	2	2	Peptostreptococcaceae	971
CC13D	Treatment	3	Eubacterium	0		CC13D	3	2	Peptostreptococcaceae	747
CC14A	Treatment	0	Eubacterium	0.000535103		CC14A	0	2	Peptostreptococcaceae	34
CC14B	Treatment	1	Eubacterium	0.00012566		CC14B	1	2	Peptostreptococcaceae	10
CC14C	Treatment	2	Eubacterium	0.000781301		CC14C	2	2	Peptostreptococcaceae	13
CC14D	Treatment	3	Eubacterium	0		CC14D	3	2	Peptostreptococcaceae	537
CC15A	Treatment	0	Eubacterium	0		CC15A	0	2	Peptostreptococcaceae	12
CC15B	Treatment	1	Eubacterium	8.01E-05		CC15B	1	2	Peptostreptococcaceae	18
CC15C	Treatment	2	Eubacterium	0.000327265		CC15C	2	2	Peptostreptococcaceae	273
CC15D	Treatment	3	Eubacterium	4.61E-05		CC15D	3	2	Peptostreptococcaceae	76
CC16A	Treatment	0	Eubacterium	0.000446302		CC16A	0	2	Peptostreptococcaceae	712
CC16B	Treatment	1	Eubacterium	0.000484105		CC16B	1	2	Peptostreptococcaceae	146
CC16C	Treatment	2	Eubacterium	0.000368528		CC16C	2	2	Peptostreptococcaceae	8
CC16D	Treatment	3	Eubacterium	0.000225499		CC16D	3	2	Peptostreptococcaceae	136
CC17A	Treatment	0	Eubacterium	8.70E-05		CC17A	0	2	Peptostreptococcaceae	101
CC17B	Treatment	1	Eubacterium	4.43E-05		CC17B	1	2	Peptostreptococcaceae	59
CC17C	Treatment	2	Eubacterium	0		CC17C	2	2	Peptostreptococcaceae	161
CC17D	Treatment	3	Eubacterium	0		CC17D	3	2	Peptostreptococcaceae	38
CC18A	Treatment	0	Eubacterium	0		CC18A	0	2	Peptostreptococcaceae	568
CC18C	Treatment	2	Eubacterium	0.00018449		CC18C	2	2	Peptostreptococcaceae	11
CC18D	Treatment	3	Eubacterium	0.000359144		CC18D	3	2	Peptostreptococcaceae	71
CC19A	Treatment	0	Eubacterium	0		CC19A	0	2	Peptostreptococcaceae	41
CC19B	Treatment	1	Eubacterium	0		CC19B	1	2	Peptostreptococcaceae	24
CC19C	Treatment	2	Eubacterium	0		CC19C	2	2	Peptostreptococcaceae	8
CC19D	Treatment	3	Eubacterium	0		CC19D	3	2	Peptostreptococcaceae	97
CC20A	Treatment	0	Eubacterium	0.000290192		CC20A	0	2	Peptostreptococcaceae	155
CC20B	Treatment	1	Eubacterium	0.000122827		CC20B	1	2	Peptostreptococcaceae	38
CC20C	Treatment	2	Eubacterium	3.58E-05		CC20C	2	2	Peptostreptococcaceae	207
CC20D	Treatment	3	Eubacterium	0.000107951		CC20D	3	2	Peptostreptococcaceae	23
CC21A	Treatment	0	Eubacterium	9.03E-05		CC21A	0	2	Peptostreptococcaceae	12
CC21B	Treatment	1	Eubacterium	0		CC21B	1	2	Peptostreptococcaceae	13
CC21C	Treatment	2	Eubacterium	6.90E-05		CC21C	2	2	Peptostreptococcaceae	14
CC21D	Treatment	3	Eubacterium	0		CC21D	3	2	Peptostreptococcaceae	12
CC22A	Treatment	0	Eubacterium	7.15E-05		CC22A	0	2	Peptostreptococcaceae	1227
CC22B	Treatment	1	Eubacterium	0		CC22B	1	2	Peptostreptococcaceae	124
CC22C	Treatment	2	Eubacterium	0		CC22C	2	2	Peptostreptococcaceae	205
CC22D	Treatment	3	Eubacterium	0		CC22D	3	2	Peptostreptococcaceae	305
CC23A	Treatment	0	Eubacterium	0.000130208		CC23A	0	2	Peptostreptococcaceae	365
CC23B	Treatment	1	Eubacterium	0		CC23B	1	2	Peptostreptococcaceae	811
CC23C	Treatment	2	Eubacterium	0		CC23C	2	2	Peptostreptococcaceae	569
CC23D	Treatment	3	Eubacterium	4.68E-05		CC23D	3	2	Peptostreptococcaceae	1252
CC24A	Treatment	0	Eubacterium	0.000203231		CC24A	0	2	Peptostreptococcaceae	320
CC24B	Treatment	1	Eubacterium	0.000190331		CC24B	1	2	Peptostreptococcaceae	6
CC24D	Treatment	3	Eubacterium	0.000200027		CC24D	3	2	Peptostreptococcaceae	37
CC01A	Control	0	Barnesiellaceae	0.001143913		CC01A	0	1	Clostridiales	7
CC01B	Control	1	Barnesiellaceae	0.000301773		CC01B	1	1	Clostridiales	13
CC01C	Control	2	Barnesiellaceae	0.000456889		CC01C	2	1	Clostridiales	4
CC01D	Control	3	Barnesiellaceae	4.73E-05		CC01D	3	1	Clostridiales	19
CC02A	Control	0	Barnesiellaceae	0.00170401		CC02A	0	1	Clostridiales	8
CC02B	Control	1	Barnesiellaceae	0.000248583		CC02B	1	1	Clostridiales	65
CC02C	Control	2	Barnesiellaceae	0.00111681		CC02C	2	1	Clostridiales	84
CC02D	Control	3	Barnesiellaceae	9.46E-05		CC02D	3	1	Clostridiales	4
CC03A	Control	0	Barnesiellaceae	0.001319725		CC03A	0	1	Clostridiales	4
CC03B	Control	1	Barnesiellaceae	0.000452366		CC03B	1	1	Clostridiales	11
CC03C	Control	2	Barnesiellaceae	0.000377715		CC03C	2	1	Clostridiales	9
CC03D	Control	3	Barnesiellaceae	0.000193598		CC03D	3	1	Clostridiales	38
CC04A	Control	0	Barnesiellaceae	0.000859902		CC04A	0	1	Clostridiales	11
CC04B	Control	1	Barnesiellaceae	5.22E-05		CC04B	1	1	Clostridiales	5
CC04C	Control	2	Barnesiellaceae	0.000209395		CC04C	2	1	Clostridiales	7
CC04D	Control	3	Barnesiellaceae	6.47E-05		CC04D	3	1	Clostridiales	20
CC05A	Control	0	Barnesiellaceae	0.003843306		CC05A	0	1	Clostridiales	5
CC05B	Control	1	Barnesiellaceae	0.000722618		CC05B	1	1	Clostridiales	5
CC05C	Control	2	Barnesiellaceae	0.001552709		CC05C	2	1	Clostridiales	57
CC05D	Control	3	Barnesiellaceae	0.000424878		CC05D	3	1	Clostridiales	26
CC06C	Control	2	Barnesiellaceae	0.000534836		CC06C	2	1	Clostridiales	106
CC06D	Control	3	Barnesiellaceae	0.000359736		CC06D	3	1	Clostridiales	10
CC07A	Control	0	Barnesiellaceae	0		CC07A	0	1	Clostridiales	1
CC07B	Control	1	Barnesiellaceae	9.10E-05		CC07B	1	1	Clostridiales	7
CC07C	Control	2	Barnesiellaceae	5.42E-05		CC07C	2	1	Clostridiales	8
CC07D	Control	3	Barnesiellaceae	9.31E-05		CC07D	3	1	Clostridiales	6
CC08A	Control	0	Barnesiellaceae	0		CC08A	0	1	Clostridiales	0
CC08B	Control	1	Barnesiellaceae	0.000156217		CC08B	1	1	Clostridiales	54
CC08C	Control	2	Barnesiellaceae	0.00021561		CC08C	2	1	Clostridiales	106
CC08D	Control	3	Barnesiellaceae	0.00046503		CC08D	3	1	Clostridiales	10
CC09A	Control	0	Barnesiellaceae	0.000565512		CC09A	0	1	Clostridiales	15
CC09B	Control	1	Barnesiellaceae	0.000150122		CC09B	1	1	Clostridiales	153
CC09C	Control	2	Barnesiellaceae	0.000275012		CC09C	2	1	Clostridiales	25
CC09D	Control	3	Barnesiellaceae	0.005868545		CC09D	3	1	Clostridiales	8
CC10A	Control	0	Barnesiellaceae	0.000486212		CC10A	0	1	Clostridiales	5
CC11A	Control	0	Barnesiellaceae	0.00085191		CC11A	0	1	Clostridiales	4
CC11B	Control	1	Barnesiellaceae	0.000362538		CC11B	1	1	Clostridiales	26
CC11C	Control	2	Barnesiellaceae	0.000272554		CC11C	2	1	Clostridiales	8
CC11D	Control	3	Barnesiellaceae	0.000307044		CC11D	3	1	Clostridiales	18
CC12A	Control	0	Barnesiellaceae	0.0336242		CC12A	0	1	Clostridiales	1
CC12B	Control	1	Barnesiellaceae	0.00027637		CC12B	1	1	Clostridiales	17
CC12C	Control	2	Barnesiellaceae	0.000132223		CC12C	2	1	Clostridiales	9
CC12D	Control	3	Barnesiellaceae	0.000367358		CC12D	3	1	Clostridiales	6
CC13A	Treatment	0	Barnesiellaceae	0.000404858		CC13A	0	2	Clostridiales	15
CC13B	Treatment	1	Barnesiellaceae	0.000487211		CC13B	1	2	Clostridiales	30
CC13C	Treatment	2	Barnesiellaceae	0.000362056		CC13C	2	2	Clostridiales	15
CC13D	Treatment	3	Barnesiellaceae	0.000847517		CC13D	3	2	Clostridiales	18
CC14A	Treatment	0	Barnesiellaceae	0.000802654		CC14A	0	2	Clostridiales	4
CC14B	Treatment	1	Barnesiellaceae	0.00146603		CC14B	1	2	Clostridiales	8
CC14C	Treatment	2	Barnesiellaceae	0.000325542		CC14C	2	2	Clostridiales	2
CC14D	Treatment	3	Barnesiellaceae	0.000372024		CC14D	3	2	Clostridiales	16
CC15A	Treatment	0	Barnesiellaceae	0		CC15A	0	2	Clostridiales	2
CC15B	Treatment	1	Barnesiellaceae	0.000240269		CC15B	1	2	Clostridiales	46
CC15C	Treatment	2	Barnesiellaceae	0.000122724		CC15C	2	2	Clostridiales	19
CC15D	Treatment	3	Barnesiellaceae	0.000322997		CC15D	3	2	Clostridiales	9
CC16A	Treatment	0	Barnesiellaceae	0.000365156		CC16A	0	2	Clostridiales	37
CC16B	Treatment	1	Barnesiellaceae	0.001169921		CC16B	1	2	Clostridiales	19
CC16C	Treatment	2	Barnesiellaceae	0.000921319		CC16C	2	2	Clostridiales	3
CC16D	Treatment	3	Barnesiellaceae	0.000992198		CC16D	3	2	Clostridiales	8
CC17A	Treatment	0	Barnesiellaceae	0.001740417		CC17A	0	2	Clostridiales	8
CC17B	Treatment	1	Barnesiellaceae	0.000399007		CC17B	1	2	Clostridiales	19
CC17C	Treatment	2	Barnesiellaceae	9.84E-05		CC17C	2	2	Clostridiales	11
CC17D	Treatment	3	Barnesiellaceae	0.000457875		CC17D	3	2	Clostridiales	5
CC18A	Treatment	0	Barnesiellaceae	0.007853403		CC18A	0	2	Clostridiales	3
CC18C	Treatment	2	Barnesiellaceae	0.000614968		CC18C	2	2	Clostridiales	5
CC18D	Treatment	3	Barnesiellaceae	0.000287315		CC18D	3	2	Clostridiales	10
CC19A	Treatment	0	Barnesiellaceae	9.04E-05		CC19A	0	2	Clostridiales	4
CC19B	Treatment	1	Barnesiellaceae	0.00186527		CC19B	1	2	Clostridiales	4
CC19C	Treatment	2	Barnesiellaceae	0.000113109		CC19C	2	2	Clostridiales	21
CC19D	Treatment	3	Barnesiellaceae	9.78E-05		CC19D	3	2	Clostridiales	9
CC20A	Treatment	0	Barnesiellaceae	0.003119559		CC20A	0	2	Clostridiales	5
CC20B	Treatment	1	Barnesiellaceae	0.001658171		CC20B	1	2	Clostridiales	10
CC20C	Treatment	2	Barnesiellaceae	0.001431639		CC20C	2	2	Clostridiales	14
CC20D	Treatment	3	Barnesiellaceae	0.001295407		CC20D	3	2	Clostridiales	15
CC21A	Treatment	0	Barnesiellaceae	0.00045163		CC21A	0	2	Clostridiales	3
CC21B	Treatment	1	Barnesiellaceae	0.000648012		CC21B	1	2	Clostridiales	12
CC21C	Treatment	2	Barnesiellaceae	0.000414136		CC21C	2	2	Clostridiales	8
CC21D	Treatment	3	Barnesiellaceae	6.86E-05		CC21D	3	2	Clostridiales	5
CC22A	Treatment	0	Barnesiellaceae	0.002073947		CC22A	0	2	Clostridiales	49
CC22B	Treatment	1	Barnesiellaceae	0.000809121		CC22B	1	2	Clostridiales	3
CC22C	Treatment	2	Barnesiellaceae	0.002886281		CC22C	2	2	Clostridiales	1
CC22D	Treatment	3	Barnesiellaceae	0.00129394		CC22D	3	2	Clostridiales	31
CC23A	Treatment	0	Barnesiellaceae	0.000520833		CC23A	0	2	Clostridiales	27
CC23B	Treatment	1	Barnesiellaceae	0.000656864		CC23B	1	2	Clostridiales	12
CC23C	Treatment	2	Barnesiellaceae	0		CC23C	2	2	Clostridiales	37
CC23D	Treatment	3	Barnesiellaceae	0.000187248		CC23D	3	2	Clostridiales	18
CC24A	Treatment	0	Barnesiellaceae	0.010669647		CC24A	0	2	Clostridiales	1
CC24B	Treatment	1	Barnesiellaceae	0.002664636		CC24B	1	2	Clostridiales	4
CC24D	Treatment	3	Barnesiellaceae	0.00180024		CC24D	3	2	Clostridiales	14
CC01A	Control	0	Peptostreptococcaceae	0.014782877		CC01A	0	1	Methanosphaera	85
CC01B	Control	1	Peptostreptococcaceae	0.003923048		CC01B	1	1	Methanosphaera	16
CC01C	Control	2	Peptostreptococcaceae	0.010769532		CC01C	2	1	Methanosphaera	2
CC01D	Control	3	Peptostreptococcaceae	0.002509232		CC01D	3	1	Methanosphaera	23
CC02A	Control	0	Peptostreptococcaceae	0.016206221		CC02A	0	1	Methanosphaera	1
CC02B	Control	1	Peptostreptococcaceae	0.004822512		CC02B	1	1	Methanosphaera	0
CC02C	Control	2	Peptostreptococcaceae	0.003143614		CC02C	2	1	Methanosphaera	10
CC02D	Control	3	Peptostreptococcaceae	0.002459792		CC02D	3	1	Methanosphaera	337
CC03A	Control	0	Peptostreptococcaceae	0.01293331		CC03A	0	1	Methanosphaera	9
CC03B	Control	1	Peptostreptococcaceae	0.056183841		CC03B	1	1	Methanosphaera	83
CC03C	Control	2	Peptostreptococcaceae	0.029556185		CC03C	2	1	Methanosphaera	160
CC03D	Control	3	Peptostreptococcaceae	0.0312984		CC03D	3	1	Methanosphaera	212
CC04A	Control	0	Peptostreptococcaceae	0.006879217		CC04A	0	1	Methanosphaera	33
CC04B	Control	1	Peptostreptococcaceae	0.012900867		CC04B	1	1	Methanosphaera	104
CC04C	Control	2	Peptostreptococcaceae	0.011446918		CC04C	2	1	Methanosphaera	145
CC04D	Control	3	Peptostreptococcaceae	0.025680833		CC04D	3	1	Methanosphaera	245
CC05A	Control	0	Peptostreptococcaceae	0.001657205		CC05A	0	1	Methanosphaera	87
