SampleID	Treatment	Time	Species	Abundance		X.SampleID	Time	Treatment	Species	Abundance
CC05B	Control	1	Peptostreptococcaceae	0.004232477		CC05B	1	1	Methanosphaera	28
CC05C	Control	2	Peptostreptococcaceae	0.022070648		CC05C	2	1	Methanosphaera	22
CC05D	Control	3	Peptostreptococcaceae	0.015916593		CC05D	3	1	Methanosphaera	200
CC06C	Control	2	Peptostreptococcaceae	0.005384012		CC06C	2	1	Methanosphaera	8
CC06D	Control	3	Peptostreptococcaceae	0.000882988		CC06D	3	1	Methanosphaera	10
CC07A	Control	0	Peptostreptococcaceae	0.023783686		CC07A	0	1	Methanosphaera	77
CC07B	Control	1	Peptostreptococcaceae	0.021841016		CC07B	1	1	Methanosphaera	41
CC07C	Control	2	Peptostreptococcaceae	0.010947916		CC07C	2	1	Methanosphaera	24
CC07D	Control	3	Peptostreptococcaceae	0.003257026		CC07D	3	1	Methanosphaera	32
CC08A	Control	0	Peptostreptococcaceae	0.001325908		CC08A	0	1	Methanosphaera	0
CC08B	Control	1	Peptostreptococcaceae	0.05972714		CC08B	1	1	Methanosphaera	26
CC08C	Control	2	Peptostreptococcaceae	0.005749605		CC08C	2	1	Methanosphaera	20
CC08D	Control	3	Peptostreptococcaceae	0.028180804		CC08D	3	1	Methanosphaera	53
CC09A	Control	0	Peptostreptococcaceae	0.011484253		CC09A	0	1	Methanosphaera	77
CC09B	Control	1	Peptostreptococcaceae	0.029836742		CC09B	1	1	Methanosphaera	133
CC09C	Control	2	Peptostreptococcaceae	0.060282713		CC09C	2	1	Methanosphaera	9
CC09D	Control	3	Peptostreptococcaceae	0.005086072		CC09D	3	1	Methanosphaera	2
CC10A	Control	0	Peptostreptococcaceae	0.006181843		CC10A	0	1	Methanosphaera	231
CC11A	Control	0	Peptostreptococcaceae	0.024208434		CC11A	0	1	Methanosphaera	18
CC11B	Control	1	Peptostreptococcaceae	0.02102719		CC11B	1	1	Methanosphaera	21
CC11C	Control	2	Peptostreptococcaceae	0.039429454		CC11C	2	1	Methanosphaera	146
CC11D	Control	3	Peptostreptococcaceae	0.023993333		CC11D	3	1	Methanosphaera	4
CC12A	Control	0	Peptostreptococcaceae	0.020477022		CC12A	0	1	Methanosphaera	0
CC12B	Control	1	Peptostreptococcaceae	0.015845233		CC12B	1	1	Methanosphaera	12
CC12C	Control	2	Peptostreptococcaceae	0.042840143		CC12C	2	1	Methanosphaera	21
CC12D	Control	3	Peptostreptococcaceae	0.012700079		CC12D	3	1	Methanosphaera	8
CC13A	Treatment	0	Peptostreptococcaceae	0.01437247		CC13A	0	2	Methanosphaera	15
CC13B	Treatment	1	Peptostreptococcaceae	0.017904994		CC13B	1	2	Methanosphaera	12
CC13C	Treatment	2	Peptostreptococcaceae	0.059015206		CC13C	2	2	Methanosphaera	177
CC13D	Treatment	3	Peptostreptococcaceae	0.052969843		CC13D	3	2	Methanosphaera	84
CC14A	Treatment	0	Peptostreptococcaceae	0.00192637		CC14A	0	2	Methanosphaera	62
CC14B	Treatment	1	Peptostreptococcaceae	0.000418866		CC14B	1	2	Methanosphaera	43
CC14C	Treatment	2	Peptostreptococcaceae	0.000846409		CC14C	2	2	Methanosphaera	63
CC14D	Treatment	3	Peptostreptococcaceae	0.02016369		CC14D	3	2	Methanosphaera	188
CC15A	Treatment	0	Peptostreptococcaceae	0.000808357		CC15A	0	2	Methanosphaera	1
CC15B	Treatment	1	Peptostreptococcaceae	0.000760852		CC15B	1	2	Methanosphaera	2
CC15C	Treatment	2	Peptostreptococcaceae	0.011208836		CC15C	2	2	Methanosphaera	202
CC15D	Treatment	3	Peptostreptococcaceae	0.003552972		CC15D	3	2	Methanosphaera	28
CC16A	Treatment	0	Peptostreptococcaceae	0.029090762		CC16A	0	2	Methanosphaera	229
CC16B	Treatment	1	Peptostreptococcaceae	0.006131999		CC16B	1	2	Methanosphaera	56
CC16C	Treatment	2	Peptostreptococcaceae	0.001474111		CC16C	2	2	Methanosphaera	45
CC16D	Treatment	3	Peptostreptococcaceae	0.006268886		CC16D	3	2	Methanosphaera	127
CC17A	Treatment	0	Peptostreptococcaceae	0.004394552		CC17A	0	2	Methanosphaera	40
CC17B	Treatment	1	Peptostreptococcaceae	0.00270438		CC17B	1	2	Methanosphaera	143
CC17C	Treatment	2	Peptostreptococcaceae	0.007972833		CC17C	2	2	Methanosphaera	432
CC17D	Treatment	3	Peptostreptococcaceae	0.003571429		CC17D	3	2	Methanosphaera	52
CC18A	Treatment	0	Peptostreptococcaceae	0.046547775		CC18A	0	2	Methanosphaera	57
CC18C	Treatment	2	Peptostreptococcaceae	0.000676465		CC18C	2	2	Methanosphaera	42
CC18D	Treatment	3	Peptostreptococcaceae	0.005099842		CC18D	3	2	Methanosphaera	182
CC19A	Treatment	0	Peptostreptococcaceae	0.001853024		CC19A	0	2	Methanosphaera	24
CC19B	Treatment	1	Peptostreptococcaceae	0.001721788		CC19B	1	2	Methanosphaera	8
CC19C	Treatment	2	Peptostreptococcaceae	0.001131094		CC19C	2	2	Methanosphaera	124
CC19D	Treatment	3	Peptostreptococcaceae	0.004841549		CC19D	3	2	Methanosphaera	384
CC20A	Treatment	0	Peptostreptococcaceae	0.011535113		CC20A	0	2	Methanosphaera	418
CC20B	Treatment	1	Peptostreptococcaceae	0.002395136		CC20B	1	2	Methanosphaera	59
CC20C	Treatment	2	Peptostreptococcaceae	0.007766643		CC20C	2	2	Methanosphaera	145
CC20D	Treatment	3	Peptostreptococcaceae	0.001565283		CC20D	3	2	Methanosphaera	122
CC21A	Treatment	0	Peptostreptococcaceae	0.001083913		CC21A	0	2	Methanosphaera	4
CC21B	Treatment	1	Peptostreptococcaceae	0.000824742		CC21B	1	2	Methanosphaera	5
CC21C	Treatment	2	Peptostreptococcaceae	0.00103534		CC21C	2	2	Methanosphaera	39
CC21D	Treatment	3	Peptostreptococcaceae	0.000822989		CC21D	3	2	Methanosphaera	11
CC22A	Treatment	0	Peptostreptococcaceae	0.089537295		CC22A	0	2	Methanosphaera	137
CC22B	Treatment	1	Peptostreptococcaceae	0.009194557		CC22B	1	2	Methanosphaera	34
CC22C	Treatment	2	Peptostreptococcaceae	0.039638253		CC22C	2	2	Methanosphaera	14
CC22D	Treatment	3	Peptostreptococcaceae	0.022356409		CC22D	3	2	Methanosphaera	122
CC23A	Treatment	0	Peptostreptococcaceae	0.047786458		CC23A	0	2	Methanosphaera	36
CC23B	Treatment	1	Peptostreptococcaceae	0.041180334		CC23B	1	2	Methanosphaera	334
CC23C	Treatment	2	Peptostreptococcaceae	0.058510638		CC23C	2	2	Methanosphaera	294
CC23D	Treatment	3	Peptostreptococcaceae	0.058842805		CC23D	3	2	Methanosphaera	11
CC24A	Treatment	0	Peptostreptococcaceae	0.032720252		CC24A	0	2	Methanosphaera	26
CC24B	Treatment	1	Peptostreptococcaceae	0.000380662		CC24B	1	2	Methanosphaera	24
CC24D	Treatment	3	Peptostreptococcaceae	0.002600347		CC24D	3	2	Methanosphaera	306
CC01A	Control	0	Clostridiales	0.00079194		CC01A	0	1	Clostridiaceae	56
CC01B	Control	1	Clostridiales	0.003621275		CC01B	1	1	Clostridiaceae	27
CC01C	Control	2	Clostridiales	0.001109588		CC01C	2	1	Clostridiaceae	10
CC01D	Control	3	Clostridiales	0.001846416		CC01D	3	1	Clostridiaceae	16
CC02A	Control	0	Clostridiales	0.000471322		CC02A	0	1	Clostridiaceae	14
CC02B	Control	1	Clostridiales	0.003927613		CC02B	1	1	Clostridiaceae	19
CC02C	Control	2	Clostridiales	0.004756784		CC02C	2	1	Clostridiaceae	36
CC02D	Control	3	Clostridiales	0.0012772		CC02D	3	1	Clostridiaceae	25
CC03A	Control	0	Clostridiales	0.000615872		CC03A	0	1	Clostridiaceae	14
CC03B	Control	1	Clostridiales	0.002352303		CC03B	1	1	Clostridiaceae	25
CC03C	Control	2	Clostridiales	0.001888574		CC03C	2	1	Clostridiaceae	207
CC03D	Control	3	Clostridiales	0.00348477		CC03D	3	1	Clostridiaceae	301
CC04A	Control	0	Clostridiales	0.001719804		CC04A	0	1	Clostridiaceae	20
CC04B	Control	1	Clostridiales	0.001723598		CC04B	1	1	Clostridiaceae	29
CC04C	Control	2	Clostridiales	0.002093948		CC04C	2	1	Clostridiaceae	15
CC04D	Control	3	Clostridiales	0.002199366		CC04D	3	1	Clostridiaceae	10
CC05A	Control	0	Clostridiales	0.000493636		CC05A	0	1	Clostridiaceae	30
CC05B	Control	1	Clostridiales	0.002684009		CC05B	1	1	Clostridiaceae	10
CC05C	Control	2	Clostridiales	0.005878112		CC05C	2	1	Clostridiaceae	95
CC05D	Control	3	Clostridiales	0.001895611		CC05D	3	1	Clostridiaceae	44
CC06C	Control	2	Clostridiales	0.004492619		CC06C	2	1	Clostridiaceae	64
CC06D	Control	3	Clostridiales	0.000457846		CC06D	3	1	Clostridiaceae	4
CC07A	Control	0	Clostridiales	0.000542594		CC07A	0	1	Clostridiaceae	14
CC07B	Control	1	Clostridiales	0.00172908		CC07B	1	1	Clostridiaceae	35
CC07C	Control	2	Clostridiales	0.000975557		CC07C	2	1	Clostridiaceae	27
CC07D	Control	3	Clostridiales	0.001116695		CC07D	3	1	Clostridiaceae	6
CC08A	Control	0	Clostridiales	0.000132591		CC08A	0	1	Clostridiaceae	27
CC08B	Control	1	Clostridiales	0.004217871		CC08B	1	1	Clostridiaceae	350
CC08C	Control	2	Clostridiales	0.009199368		CC08C	2	1	Clostridiaceae	33
CC08D	Control	3	Clostridiales	0.001767113		CC08D	3	1	Clostridiaceae	164
CC09A	Control	0	Clostridiales	0.001218027		CC09A	0	1	Clostridiaceae	31
CC09B	Control	1	Clostridiales	0.007130794		CC09B	1	1	Clostridiaceae	133
CC09C	Control	2	Clostridiales	0.002475111		CC09C	2	1	Clostridiaceae	39
CC09D	Control	3	Clostridiales	0.001017214		CC09D	3	1	Clostridiaceae	13
CC10A	Control	0	Clostridiales	0.001041884		CC10A	0	1	Clostridiaceae	15
CC11A	Control	0	Clostridiales	0.001064887		CC11A	0	1	Clostridiaceae	540
CC11B	Control	1	Clostridiales	0.003021148		CC11B	1	1	Clostridiaceae	192
CC11C	Control	2	Clostridiales	0.001998728		CC11C	2	1	Clostridiaceae	851
CC11D	Control	3	Clostridiales	0.001666813		CC11D	3	1	Clostridiaceae	945
CC12A	Control	0	Clostridiales	0.000116347		CC12A	0	1	Clostridiaceae	5
CC12B	Control	1	Clostridiales	0.003684938		CC12B	1	1	Clostridiaceae	298
CC12C	Control	2	Clostridiales	0.00198334		CC12C	2	1	Clostridiaceae	419
CC12D	Control	3	Clostridiales	0.001364471		CC12D	3	1	Clostridiaceae	18
CC13A	Treatment	0	Clostridiales	0.007591093		CC13A	0	2	Clostridiaceae	42
CC13B	Treatment	1	Clostridiales	0.007551766		CC13B	1	2	Clostridiaceae	32
CC13C	Treatment	2	Clostridiales	0.001568911		CC13C	2	2	Clostridiaceae	325
CC13D	Treatment	3	Clostridiales	0.00218942		CC13D	3	2	Clostridiaceae	277
CC14A	Treatment	0	Clostridiales	0.000695634		CC14A	0	2	Clostridiaceae	24
CC14B	Treatment	1	Clostridiales	0.000502639		CC14B	1	2	Clostridiaceae	10
CC14C	Treatment	2	Clostridiales	0.000325542		CC14C	2	2	Clostridiaceae	69
CC14D	Treatment	3	Clostridiales	0.001822917		CC14D	3	2	Clostridiaceae	47
CC15A	Treatment	0	Clostridiales	0.000186544		CC15A	0	2	Clostridiaceae	2
CC15B	Treatment	1	Clostridiales	0.002202467		CC15B	1	2	Clostridiaceae	4
CC15C	Treatment	2	Clostridiales	0.001309061		CC15C	2	2	Clostridiaceae	29
CC15D	Treatment	3	Clostridiales	0.000784422		CC15D	3	2	Clostridiaceae	17
CC16A	Treatment	0	Clostridiales	0.003408123		CC16A	0	2	Clostridiaceae	62
CC16B	Treatment	1	Clostridiales	0.002138131		CC16B	1	2	Clostridiaceae	30
CC16C	Treatment	2	Clostridiales	0.001474111		CC16C	2	2	Clostridiaceae	5
CC16D	Treatment	3	Clostridiales	0.001127497		CC16D	3	2	Clostridiaceae	21
CC17A	Treatment	0	Clostridiales	0.000739677		CC17A	0	2	Clostridiaceae	20
CC17B	Treatment	1	Clostridiales	0.002438376		CC17B	1	2	Clostridiaceae	20
CC17C	Treatment	2	Clostridiales	0.001574881		CC17C	2	2	Clostridiaceae	27
CC17D	Treatment	3	Clostridiales	0.002472527		CC17D	3	2	Clostridiaceae	7
CC18A	Treatment	0	Clostridiales	0.000327225		CC18A	0	2	Clostridiaceae	6
CC18C	Treatment	2	Clostridiales	0.000737962		CC18C	2	2	Clostridiaceae	11
CC18D	Treatment	3	Clostridiales	0.002514007		CC18D	3	2	Clostridiaceae	18
CC19A	Treatment	0	Clostridiales	0.00094911		CC19A	0	2	Clostridiaceae	30
CC19B	Treatment	1	Clostridiales	0.00064567		CC19B	1	2	Clostridiaceae	8
CC19C	Treatment	2	Clostridiales	0.005994797		CC19C	2	2	Clostridiaceae	11
CC19D	Treatment	3	Clostridiales	0.001662754		CC19D	3	2	Clostridiaceae	27
CC20A	Treatment	0	Clostridiales	0.000798027		CC20A	0	2	Clostridiaceae	22
CC20B	Treatment	1	Clostridiales	0.002088067		CC20B	1	2	Clostridiaceae	18
CC20C	Treatment	2	Clostridiales	0.001181102		CC20C	2	2	Clostridiaceae	40
CC20D	Treatment	3	Clostridiales	0.001187456		CC20D	3	2	Clostridiaceae	25
CC21A	Treatment	0	Clostridiales	0.000632283		CC21A	0	2	Clostridiaceae	7
CC21B	Treatment	1	Clostridiales	0.001413844		CC21B	1	2	Clostridiaceae	10
CC21C	Treatment	2	Clostridiales	0.000966317		CC21C	2	2	Clostridiaceae	6
CC21D	Treatment	3	Clostridiales	0.000822989		CC21D	3	2	Clostridiaceae	4
CC22A	Treatment	0	Clostridiales	0.006936995		CC22A	0	2	Clostridiaceae	108
CC22B	Treatment	1	Clostridiales	0.000514895		CC22B	1	2	Clostridiaceae	226
CC22C	Treatment	2	Clostridiales	0.000192419		CC22C	2	2	Clostridiaceae	428
CC22D	Treatment	3	Clostridiales	0.004672561		CC22D	3	2	Clostridiaceae	996
CC23A	Treatment	0	Clostridiales	0.005859375		CC23A	0	2	Clostridiaceae	10
CC23B	Treatment	1	Clostridiales	0.002576929		CC23B	1	2	Clostridiaceae	38
CC23C	Treatment	2	Clostridiales	0.006648936		CC23C	2	2	Clostridiaceae	69
CC23D	Treatment	3	Clostridiales	0.001451175		CC23D	3	2	Clostridiaceae	23
CC24A	Treatment	0	Clostridiales	0.000203231		CC24A	0	2	Clostridiaceae	11
CC24B	Treatment	1	Clostridiales	0.000570994		CC24B	1	2	Clostridiaceae	9
CC24D	Treatment	3	Clostridiales	0.001733564		CC24D	3	2	Clostridiaceae	16
CC01A	Control	0	Methanosphaera	0.003739716		CC01A	0	1	Bacteroides	1412
CC01B	Control	1	Methanosphaera	0.001207092		CC01B	1	1	Bacteroides	617
CC01C	Control	2	Methanosphaera	0.00013054		CC01C	2	1	Bacteroides	525
CC01D	Control	3	Methanosphaera	0.001088912		CC01D	3	1	Bacteroides	1459
CC02A	Control	0	Methanosphaera	3.63E-05		CC02A	0	1	Bacteroides	1418
CC02B	Control	1	Methanosphaera	0		CC02B	1	1	Bacteroides	1342
CC02C	Control	2	Methanosphaera	0.000413633		CC02C	2	1	Bacteroides	679
CC02D	Control	3	Methanosphaera	0.015941343		CC02D	3	1	Bacteroides	794
CC03A	Control	0	Methanosphaera	0.000791835		CC03A	0	1	Bacteroides	1123
CC03B	Control	1	Methanosphaera	0.007599747		CC03B	1	1	Bacteroides	394
CC03C	Control	2	Methanosphaera	0.01529745		CC03C	2	1	Bacteroides	482
CC03D	Control	3	Methanosphaera	0.013745483		CC03D	3	1	Bacteroides	812
CC04A	Control	0	Methanosphaera	0.002315121		CC04A	0	1	Bacteroides	2167
CC04B	Control	1	Methanosphaera	0.005431944		CC04B	1	1	Bacteroides	834
CC04C	Control	2	Methanosphaera	0.010120751		CC04C	2	1	Bacteroides	1127
CC04D	Control	3	Methanosphaera	0.016042435		CC04D	3	1	Bacteroides	722
CC05A	Control	0	Methanosphaera	0.003067593		CC05A	0	1	Bacteroides	1574
CC05B	Control	1	Methanosphaera	0.002993703		CC05B	1	1	Bacteroides	484
CC05C	Control	2	Methanosphaera	0.001219986		CC05C	2	1	Bacteroides	531
CC05D	Control	3	Methanosphaera	0.006601954		CC05D	3	1	Bacteroides	1084
CC06C	Control	2	Methanosphaera	0.000285246		CC06C	2	1	Bacteroides	936
CC06D	Control	3	Methanosphaera	0.000327033		CC06D	3	1	Bacteroides	1157
CC07A	Control	0	Methanosphaera	0.006963284		CC07A	0	1	Bacteroides	848
CC07B	Control	1	Methanosphaera	0.001911089		CC07B	1	1	Bacteroides	2735
CC07C	Control	2	Methanosphaera	0.001300743		CC07C	2	1	Bacteroides	524
CC07D	Control	3	Methanosphaera	0.002977852		CC07D	3	1	Bacteroides	270
CC08A	Control	0	Methanosphaera	0		CC08A	0	1	Bacteroides	658
CC08B	Control	1	Methanosphaera	0.00145803		CC08B	1	1	Bacteroides	981
CC08C	Control	2	Methanosphaera	0.001509271		CC08C	2	1	Bacteroides	548
CC08D	Control	3	Methanosphaera	0.004929315		CC08D	3	1	Bacteroides	421
CC09A	Control	0	Methanosphaera	0.003349574		CC09A	0	1	Bacteroides	1630
CC09B	Control	1	Methanosphaera	0.005029086		CC09B	1	1	Bacteroides	881
CC09C	Control	2	Methanosphaera	0.000495022		CC09C	2	1	Bacteroides	980
CC09D	Control	3	Methanosphaera	0.000156495		CC09D	3	1	Bacteroides	473
CC10A	Control	0	Methanosphaera	0.016114468		CC10A	0	1	Bacteroides	1602
CC11A	Control	0	Methanosphaera	0.001277865		CC11A	0	1	Bacteroides	1199
CC11B	Control	1	Methanosphaera	0.000845921		CC11B	1	1	Bacteroides	524
CC11C	Control	2	Methanosphaera	0.013355138		CC11C	2	1	Bacteroides	416
CC11D	Control	3	Methanosphaera	0.000175454		CC11D	3	1	Bacteroides	1070
CC12A	Control	0	Methanosphaera	0		CC12A	0	1	Bacteroides	576
CC12B	Control	1	Methanosphaera	0.001105481		CC12B	1	1	Bacteroides	637
CC12C	Control	2	Methanosphaera	0.002776676		CC12C	2	1	Bacteroides	331
CC12D	Control	3	Methanosphaera	0.000419837		CC12D	3	1	Bacteroides	506
CC13A	Treatment	0	Methanosphaera	0.001518219		CC13A	0	2	Bacteroides	273
CC13B	Treatment	1	Methanosphaera	0.001705238		CC13B	1	2	Bacteroides	340
CC13C	Treatment	2	Methanosphaera	0.010680666		CC13C	2	2	Bacteroides	346
CC13D	Treatment	3	Methanosphaera	0.006003249		CC13D	3	2	Bacteroides	1478
CC14A	Treatment	0	Methanosphaera	0.003317637		CC14A	0	2	Bacteroides	2409
CC14B	Treatment	1	Methanosphaera	0.001884896		CC14B	1	2	Bacteroides	591
CC14C	Treatment	2	Methanosphaera	0.00410183		CC14C	2	2	Bacteroides	602
CC14D	Treatment	3	Methanosphaera	0.006994048		CC14D	3	2	Bacteroides	1954
CC15A	Treatment	0	Methanosphaera	6.22E-05		CC15A	0	2	Bacteroides	1241
CC15B	Treatment	1	Methanosphaera	8.01E-05		CC15B	1	2	Bacteroides	493
CC15C	Treatment	2	Methanosphaera	0.008386173		CC15C	2	2	Bacteroides	538
CC15D	Treatment	3	Methanosphaera	0.00129199		CC15D	3	2	Bacteroides	603
CC16A	Treatment	0	Methanosphaera	0.009331765		CC16A	0	2	Bacteroides	2501
CC16B	Treatment	1	Methanosphaera	0.0022995		CC16B	1	2	Bacteroides	1662
CC16C	Treatment	2	Methanosphaera	0.008291874		CC16C	2	2	Bacteroides	143
CC16D	Treatment	3	Methanosphaera	0.005772787		CC16D	3	2	Bacteroides	986
CC17A	Treatment	0	Methanosphaera	0.001740417		CC17A	0	2	Bacteroides	2293
CC17B	Treatment	1	Methanosphaera	0.006472779		CC17B	1	2	Bacteroides	2264
CC17C	Treatment	2	Methanosphaera	0.021359319		CC17C	2	2	Bacteroides	1264
CC17D	Treatment	3	Methanosphaera	0.004761905		CC17D	3	2	Bacteroides	528
CC18A	Treatment	0	Methanosphaera	0.004662958		CC18A	0	2	Bacteroides	2128
CC18C	Treatment	2	Methanosphaera	0.002644364		CC18C	2	2	Bacteroides	811
CC18D	Treatment	3	Methanosphaera	0.013144663		CC18D	3	2	Bacteroides	847
CC19A	Treatment	0	Methanosphaera	0.001084697		CC19A	0	2	Bacteroides	1020
CC19B	Treatment	1	Methanosphaera	0.000573929		CC19B	1	2	Bacteroides	661
CC19C	Treatment	2	Methanosphaera	0.014025563		CC19C	2	2	Bacteroides	615
CC19D	Treatment	3	Methanosphaera	0.018779343		CC19D	3	2	Bacteroides	2595
CC20A	Treatment	0	Methanosphaera	0.030325015		CC20A	0	2	Bacteroides	941
CC20B	Treatment	1	Methanosphaera	0.003684825		CC20B	1	2	Bacteroides	715
CC20C	Treatment	2	Methanosphaera	0.005225483		CC20C	2	2	Bacteroides	1938
CC20D	Treatment	3	Methanosphaera	0.006584984		CC20D	3	2	Bacteroides	1291
CC21A	Treatment	0	Methanosphaera	0.000361304		CC21A	0	2	Bacteroides	1067
CC21B	Treatment	1	Methanosphaera	0.000294551		CC21B	1	2	Bacteroides	515
CC21C	Treatment	2	Methanosphaera	0.002898951		CC21C	2	2	Bacteroides	438
CC21D	Treatment	3	Methanosphaera	0.000754406		CC21D	3	2	Bacteroides	621
CC22A	Treatment	0	Methanosphaera	0.009797611		CC22A	0	2	Bacteroides	761
CC22B	Treatment	1	Methanosphaera	0.002500919		CC22B	1	2	Bacteroides	694
CC22C	Treatment	2	Methanosphaera	0.002693862		CC22C	2	2	Bacteroides	291
CC22D	Treatment	3	Methanosphaera	0.008770038		CC22D	3	2	Bacteroides	839
CC23A	Treatment	0	Methanosphaera	0.0046875		CC23A	0	2	Bacteroides	469
CC23B	Treatment	1	Methanosphaera	0.016926886		CC23B	1	2	Bacteroides	1383
CC23C	Treatment	2	Methanosphaera	0.030380524		CC23C	2	2	Bacteroides	690
CC23D	Treatment	3	Methanosphaera	0.000514933		CC23D	3	2	Bacteroides	1725
CC24A	Treatment	0	Methanosphaera	0.002642008		CC24A	0	2	Bacteroides	759
CC24B	Treatment	1	Methanosphaera	0.001522649		CC24B	1	2	Bacteroides	1881
CC24D	Treatment	3	Methanosphaera	0.02040272		CC24D	3	2	Bacteroides	1021
CC01A	Control	0	Clostridiaceae	0.002551806		CC01A	0	1	Phascolarctobacterium	641
CC01B	Control	1	Clostridiaceae	0.002263297		CC01B	1	1	Phascolarctobacterium	3
CC01C	Control	2	Clostridiaceae	0.000913778		CC01C	2	1	Phascolarctobacterium	4
CC01D	Control	3	Clostridiaceae	0.001088912		CC01D	3	1	Phascolarctobacterium	63
CC02A	Control	0	Clostridiaceae	0.000580088		CC02A	0	1	Phascolarctobacterium	106
CC02B	Control	1	Clostridiaceae	0.000944616		CC02B	1	1	Phascolarctobacterium	5
CC02C	Control	2	Clostridiaceae	0.001944077		CC02C	2	1	Phascolarctobacterium	40
CC02D	Control	3	Clostridiaceae	0.001324503		CC02D	3	1	Phascolarctobacterium	45
CC03A	Control	0	Clostridiaceae	0.001495689		CC03A	0	1	Phascolarctobacterium	33
CC03B	Control	1	Clostridiaceae	0.002985615		CC03B	1	1	Phascolarctobacterium	2
CC03C	Control	2	Clostridiaceae	0.020207743		CC03C	2	1	Phascolarctobacterium	3
CC03D	Control	3	Clostridiaceae	0.020198761		CC03D	3	1	Phascolarctobacterium	14
CC04A	Control	0	Clostridiaceae	0.001587512		CC04A	0	1	Phascolarctobacterium	541
CC04B	Control	1	Clostridiaceae	0.001880288		CC04B	1	1	Phascolarctobacterium	116
CC04C	Control	2	Clostridiaceae	0.001465764		CC04C	2	1	Phascolarctobacterium	19
CC04D	Control	3	Clostridiaceae	0.00116437		CC04D	3	1	Phascolarctobacterium	28
CC05A	Control	0	Clostridiaceae	0.00116357		CC05A	0	1	Phascolarctobacterium	551
CC05B	Control	1	Clostridiaceae	0.001651698		CC05B	1	1	Phascolarctobacterium	4
CC05C	Control	2	Clostridiaceae	0.00798536		CC05C	2	1	Phascolarctobacterium	103
CC05D	Control	3	Clostridiaceae	0.001732196		CC05D	3	1	Phascolarctobacterium	6
CC06C	Control	2	Clostridiaceae	0.002674178		CC06C	2	1	Phascolarctobacterium	128
CC06D	Control	3	Clostridiaceae	0.000228923		CC06D	3	1	Phascolarctobacterium	323
CC07A	Control	0	Clostridiaceae	0.001266052		CC07A	0	1	Phascolarctobacterium	237
CC07B	Control	1	Clostridiaceae	0.002002093		CC07B	1	1	Phascolarctobacterium	29
CC07C	Control	2	Clostridiaceae	0.001951114		CC07C	2	1	Phascolarctobacterium	598
CC07D	Control	3	Clostridiaceae	0.000744463		CC07D	3	1	Phascolarctobacterium	295
CC08A	Control	0	Clostridiaceae	0.008750994		CC08A	0	1	Phascolarctobacterium	1
CC08B	Control	1	Clostridiaceae	0.019943762		CC08B	1	1	Phascolarctobacterium	11
CC08C	Control	2	Clostridiaceae	0.002587322		CC08C	2	1	Phascolarctobacterium	3
CC08D	Control	3	Clostridiaceae	0.015811012		CC08D	3	1	Phascolarctobacterium	7
CC09A	Control	0	Clostridiaceae	0.001696537		CC09A	0	1	Phascolarctobacterium	56
CC09B	Control	1	Clostridiaceae	0.005929818		CC09B	1	1	Phascolarctobacterium	46
CC09C	Control	2	Clostridiaceae	0.002585116		CC09C	2	1	Phascolarctobacterium	13
CC09D	Control	3	Clostridiaceae	0.001486698		CC09D	3	1	Phascolarctobacterium	348
CC10A	Control	0	Clostridiaceae	0.00125026		CC10A	0	1	Phascolarctobacterium	498
CC11A	Control	0	Clostridiaceae	0.039116854		CC11A	0	1	Phascolarctobacterium	6
CC11B	Control	1	Clostridiaceae	0.008660624		CC11B	1	1	Phascolarctobacterium	80
CC11C	Control	2	Clostridiaceae	0.081493595		CC11C	2	1	Phascolarctobacterium	5
CC11D	Control	3	Clostridiaceae	0.04303009		CC11D	3	1	Phascolarctobacterium	8
CC12A	Control	0	Clostridiaceae	0.000814427		CC12A	0	1	Phascolarctobacterium	4
CC12B	Control	1	Clostridiaceae	0.029479503		CC12B	1	1	Phascolarctobacterium	3
CC12C	Control	2	Clostridiaceae	0.058442417		CC12C	2	1	Phascolarctobacterium	1
CC12D	Control	3	Clostridiaceae	0.001049593		CC12D	3	1	Phascolarctobacterium	64
CC13A	Treatment	0	Clostridiaceae	0.005263158		CC13A	0	2	Phascolarctobacterium	14
CC13B	Treatment	1	Clostridiaceae	0.00682095		CC13B	1	2	Phascolarctobacterium	286
CC13C	Treatment	2	Clostridiaceae	0.02087859		CC13C	2	2	Phascolarctobacterium	185
CC13D	Treatment	3	Clostridiaceae	0.020057914		CC13D	3	2	Phascolarctobacterium	9
CC14A	Treatment	0	Clostridiaceae	0.001498288		CC14A	0	2	Phascolarctobacterium	225
CC14B	Treatment	1	Clostridiaceae	0.000418866		CC14B	1	2	Phascolarctobacterium	1137
CC14C	Treatment	2	Clostridiaceae	0.00449248		CC14C	2	2	Phascolarctobacterium	256
CC14D	Treatment	3	Clostridiaceae	0.002269345		CC14D	3	2	Phascolarctobacterium	12
CC15A	Treatment	0	Clostridiaceae	0.000124363		CC15A	0	2	Phascolarctobacterium	2
CC15B	Treatment	1	Clostridiaceae	0.000280314		CC15B	1	2	Phascolarctobacterium	197
CC15C	Treatment	2	Clostridiaceae	0.001513602		CC15C	2	2	Phascolarctobacterium	607
CC15D	Treatment	3	Clostridiaceae	0.000968992		CC15D	3	2	Phascolarctobacterium	137
CC16A	Treatment	0	Clostridiaceae	0.003245831		CC16A	0	2	Phascolarctobacterium	132
